Rank,RMSE,Length,Model Equation
410,0.8378,13,"mul(0.482, add(M, add(div(Ce, add(La, div(M, Nd))), E)))"
411,0.8381,9,"mul(0.478, add(M, add(div(Ce, La), E)))"
412,0.8381,9,"mul(0.462, add(M, add(div(Ce, 4.451), E)))"
413,0.8384,15,"mul(0.482, add(M, sub(div(mul(Ce, div(-6.077, neg(Gd))), 7.888), neg(E))))"
414,0.8385,15,"mul(0.482, add(M, add(div(Ce, neg(sub(neg(La), div(M, R)))), E)))"
415,0.8386,9,"mul(0.478, add(M, add(div(Ce, La), E)))"
416,0.8386,23,"mul(0.482, add(M, add(div(Ce, div(add(div(Sm, neg(E)), mul(mul(La, IE), div(M, neg(Pr)))), -2.825)), E)))"
417,0.8390,9,"mul(0.482, add(R, div(E, div(La, M))))"
418,0.8390,9,"mul(0.482, add(R, div(mul(M, E), La)))"
419,0.8390,9,"mul(0.482, add(R, div(E, div(La, M))))"
420,0.8391,11,"add(E, sub(add(div(sub(M, LAS), 3.961), Pr), 6.858))"
421,0.8391,13,"sub(neg(div(sub(La, E), 2.654)), sub(div(Y, R), neg(-7.230)))"
422,0.8393,9,"mul(0.478, add(M, add(div(Ce, La), E)))"
423,0.8393,9,"mul(0.478, add(E, add(div(Ce, La), M)))"
424,0.8394,13,"mul(0.482, add(add(E, M), div(Ce, div(mul(La, Pr), R))))"
425,0.8394,11,"mul(0.482, add(M, add(div(div(Ce, M), 1.300), E)))"
426,0.8394,13,"mul(0.482, add(M, add(div(Ce, add(div(Pr, EN), La)), E)))"
427,0.8395,25,"mul(0.482, add(M, add(div(Ce, add(neg(add(neg(M), add(Ce, -6.090))), add(sub(neg(Ce), neg(E)), neg(neg(E))))), E)))"
428,0.8398,13,"mul(0.482, add(M, add(div(div(mul(Ce, E), Gd), M), E)))"
429,0.8398,13,"mul(0.482, add(M, add(div(Ce, add(sub(Pr, Ce), Pr)), E)))"
430,0.8399,13,"mul(0.482, add(M, add(mul(div(Ce, Pr), div(Ce, R)), E)))"
431,0.8400,13,"add(div(div(add(EN, Ce), div(LAS, sub(M, E))), E), E)"
432,0.8400,11,"mul(0.482, add(div(Ce, add(2.093, Gd)), add(M, E)))"
433,0.8401,17,"mul(0.482, add(M, add(div(IE, add(M, add(IE, mul(sub(EN, E), Sm)))), E)))"
434,0.8402,13,"mul(0.482, add(M, add(div(Ce, add(La, div(LAS, Sm))), E)))"
435,0.8404,11,"div(add(Gd, div(add(EN, Pr), div(IE, E))), 3.055)"
