Rank,RMSE,Length,Model Equation
203,0.7653,14,"add(div(sub(LAS, Pr), neg(La)), add(div(sub(M, E), 3.235), E))"
204,0.7654,11,"add(div(sub(Pr, sub(E, sub(EN, Y))), 3.019), E)"
205,0.7654,11,"add(div(sub(add(sub(EN, E), Pr), Y), 2.999), E)"
206,0.7654,11,"add(div(sub(sub(Pr, Y), sub(E, EN)), 2.984), E)"
207,0.7654,11,"add(div(add(-4.142, Ce), La), mul(0.482, add(M, E)))"
208,0.7655,11,"add(div(add(sub(EN, Y), sub(Pr, E)), 3.109), E)"
209,0.7655,17,"mul(0.482, add(M, add(div(add(div(Ce, La), add(E, -0.368)), La), add(E, -0.368))))"
210,0.7656,13,"add(div(sub(Pr, LAS), La), add(div(sub(M, E), 3.292), E))"
211,0.7657,13,"add(div(sub(M, E), 3.309), add(div(sub(Pr, LAS), La), E))"
212,0.7658,13,"add(div(sub(M, E), 3.342), add(div(sub(Pr, LAS), La), E))"
213,0.7659,13,"add(div(sub(M, E), 3.349), add(div(sub(Pr, LAS), La), E))"
214,0.7660,13,"add(div(sub(M, E), 3.368), add(div(sub(Pr, LAS), La), E))"
215,0.7668,13,"add(div(sub(M, E), 3.494), add(div(sub(Pr, LAS), La), E))"
216,0.7668,12,"add(div(sub(Pr, Y), add(div(La, 0.642), neg(6.395))), E)"
217,0.7669,13,"add(div(sub(M, E), 3.507), add(div(sub(Pr, LAS), La), E))"
218,0.7670,11,"add(div(sub(Pr, Y), sub(mul(La, 1.329), Y)), E)"
219,0.7673,13,"add(div(sub(Pr, LAS), La), add(div(sub(M, E), 3.564), E))"
220,0.7673,13,"add(div(sub(Pr, LAS), La), add(div(sub(M, E), 3.564), E))"
221,0.7674,9,"mul(0.472, add(E, add(div(Ce, La), M)))"
222,0.7674,13,"add(div(sub(M, E), 3.578), add(div(sub(Pr, LAS), La), E))"
223,0.7677,13,"add(div(sub(M, E), 3.611), add(div(sub(Pr, LAS), La), E))"
224,0.7677,11,"mul(0.482, add(M, add(div(Ce, La), add(E, -0.215))))"
225,0.7680,13,"mul(0.482, add(M, add(div(Ce, sub(Pr, sub(EN, Sm))), E)))"
226,0.7682,11,"div(add(M, add(add(div(Ce, La), E), E)), 3.055)"
227,0.7682,11,"div(add(M, add(add(div(Ce, La), E), E)), 3.055)"
228,0.7682,11,"div(add(add(E, div(Ce, La)), add(E, M)), 3.055)"
229,0.7684,13,"add(add(Pr, -6.903), add(div(sub(M, add(-1.240, Y)), La), E))"
230,0.7685,13,"add(div(sub(M, E), 3.701), add(div(sub(Pr, LAS), La), E))"
231,0.7686,19,"add(div(sub(Pr, Y), La), add(div(sub(Pr, Y), La), add(div(sub(M, E), LAS), E)))"
232,0.7686,9,"add(div(sub(Pr, Y), add(La, -3.446)), E)"
233,0.7686,9,"add(div(sub(Pr, Y), add(La, -3.468)), E)"
234,0.7686,9,"add(div(sub(Pr, Y), sub(La, 3.468)), E)"
235,0.7686,9,"add(div(sub(Pr, Y), add(-3.472, La)), E)"
236,0.7686,9,"add(div(sub(Pr, Y), sub(La, 3.475)), E)"
237,0.7686,9,"add(div(sub(Pr, Y), sub(La, 3.480)), E)"
238,0.7686,9,"add(div(sub(Pr, Y), add(La, -3.483)), E)"
239,0.7687,9,"add(div(sub(Pr, Y), sub(La, 3.419)), E)"
240,0.7689,11,"add(div(sub(Pr, Y), sub(3.862, sub(7.382, La))), E)"
241,0.7689,9,"add(div(sub(Pr, Y), sub(La, 3.520)), E)"
242,0.7689,13,"add(div(sub(Pr, Y), La), add(div(sub(M, E), 3.361), E))"
243,0.7690,9,"add(div(sub(Pr, Y), add(La, -3.377)), E)"
244,0.7690,13,"add(div(sub(M, E), 3.277), add(div(sub(Pr, Y), La), E))"
245,0.7690,9,"add(div(sub(Pr, Y), sub(La, 3.374)), E)"
246,0.7690,9,"add(div(sub(Pr, Y), add(-3.374, La)), E)"
247,0.7690,9,"add(div(sub(Pr, Y), add(La, -3.370)), E)"
248,0.7690,9,"add(div(sub(Pr, Y), add(-3.370, La)), E)"
249,0.7691,9,"add(div(sub(Pr, Y), sub(La, 3.369)), E)"
250,0.7691,9,"add(div(sub(Pr, Y), add(-3.369, La)), E)"
251,0.7693,11,"add(mul(div(Ce, mul(2.305, La)), sub(M, E)), E)"
252,0.7693,15,"add(div(sub(M, sub(E, 0.716)), LAS), add(div(sub(M, E), La), E))"
253,0.7693,15,"add(div(sub(M, sub(E, 0.716)), LAS), add(div(sub(M, E), La), E))"
254,0.7693,15,"add(div(sub(M, sub(E, 0.716)), LAS), add(div(sub(M, E), La), E))"
255,0.7693,15,"add(div(sub(M, sub(E, 0.716)), LAS), add(div(sub(M, E), La), E))"
256,0.7694,9,"add(div(sub(Pr, Y), sub(La, 3.337)), E)"
257,0.7694,9,"add(div(sub(Pr, Y), sub(La, 3.337)), E)"
258,0.7697,13,"add(div(sub(M, E), 3.824), add(div(sub(Pr, LAS), La), E))"
259,0.7698,11,"add(mul(div(div(Ce, La), 2.416), sub(M, E)), E)"
260,0.7698,13,"add(div(sub(M, E), 3.838), add(div(sub(Pr, LAS), La), E))"
261,0.7699,12,"div(add(M, add(sub(E, div(neg(EN), LAS)), E)), 3.055)"
262,0.7702,11,"add(0.482, mul(0.482, add(add(Ce, sub(LAS, Y)), E)))"
263,0.7702,11,"add(0.482, mul(0.482, add(LAS, sub(Ce, sub(Y, E)))))"
264,0.7702,16,"add(div(sub(M, E), div(add(La, 7.429), add(add(neg(Gd), M), Ce))), E)"
265,0.7702,9,"mul(0.476, add(E, add(div(Ce, La), M)))"
266,0.7706,13,"add(div(sub(Pr, LAS), La), add(div(sub(M, E), 3.916), E))"
267,0.7707,13,"add(div(sub(Pr, Y), La), add(div(sub(M, E), 3.927), E))"
268,0.7708,13,"add(div(sub(M, E), 3.947), add(div(sub(Pr, Y), La), E))"
269,0.7710,13,"add(div(sub(Pr, Y), La), add(div(sub(M, E), 3.983), E))"
270,0.7712,9,"mul(0.477, add(div(Ce, La), add(M, E)))"
271,0.7712,24,"add(div(sub(div(sub(M, Y), div(LAS, Nd)), div(neg(EN), mul(Pr, IE))), Y), add(div(sub(Pr, E), LAS), E))"
272,0.7713,11,"mul(0.482, add(M, add(div(Ce, add(2.079, La)), E)))"
273,0.7715,13,"add(div(sub(M, E), 4.056), add(div(sub(Pr, Y), La), E))"
274,0.7716,11,"div(add(add(sub(EN, Y), E), sub(E, -7.429)), 3.055)"
275,0.7716,11,"div(add(add(sub(EN, Y), E), sub(E, -7.429)), 3.055)"
276,0.7717,11,"add(div(sub(M, E), div(add(La, 7.477), Ce)), E)"
277,0.7718,22,"mul(0.482, add(M, add(div(Ce, add(div(mul(4.923, E), neg(Sm)), sub(add(La, Pr), sub(R, Ce)))), E)))"
278,0.7722,17,"add(div(sub(M, E), 4.175), add(div(sub(Pr, Y), add(mul(M, -0.001), La)), E))"
279,0.7724,11,"mul(0.482, add(M, add(div(Ce, sub(La, -1.159)), E)))"
280,0.7725,9,"mul(0.477, add(M, add(div(Ce, La), E)))"
281,0.7725,9,"mul(0.477, add(M, add(div(Ce, La), E)))"
282,0.7727,11,"add(div(sub(mul(div(M, E), Pr), La), LAS), E)"
283,0.7730,13,"mul(0.482, add(M, add(div(Ce, add(div(Ce, E), La)), E)))"
284,0.7730,11,"div(add(add(sub(EN, Y), E), sub(E, -7.242)), 3.055)"
285,0.7731,13,"mul(0.482, add(M, add(div(E, div(mul(Pr, La), E)), E)))"
286,0.7732,11,"add(div(sub(M, Y), La), add(add(Pr, -6.736), E))"
287,0.7734,11,"add(div(sub(M, Y), La), add(sub(Pr, 6.746), E))"
